ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0446608890,Saving Faith,David Baldacci,2000,Warner Vision,11676,9,92
0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,11676,5,63
0743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket,11676,3,80
0385479565,The Hot Zone,Richard Preston,1995,Anchor,11676,10,122
0312274920,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press,11676,7,64
0425162443,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,11676,6,125
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,11676,10,143
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,11676,10,128
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,11676,9,161
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,11676,10,82
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,11676,8,68
0345391055,Disclosure,Michael Crichton,1994,Ballantine Books,11676,9,152
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,11676,6,80
0374129983,The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux,11676,5,63
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,11676,9,83
0375502238,Blessings,ANNA QUINDLEN,2002,Random House,11676,7,78
0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group,11676,8,70
074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,2001,Touchstone,11676,9,51
0451180429,The Quiet Game,Greg Iles,2000,Signet Book,11676,5,54
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,11676,5,85
0671004530,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,11676,7,101
014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,11676,8,164
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,11676,10,184
034540761X,The Final Judgment,Richard North Patterson,1997,Ballantine Books,11676,8,68
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,11676,9,172
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,11676,6,174
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,11676,7,79
0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,11676,6,151
0553562738,Doomsday Book,Connie Willis,1993,Spectra Books,11676,7,53
042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group,11676,5,114
0446613266,Four Blind Mice,James Patterson,2003,Warner Books,11676,5,63
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,11676,9,72
0671041789,The Green Mile,Stephen King,1999,Pocket,11676,5,134
0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,11676,8,116
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,11676,10,111
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,11676,8,79
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,11676,10,101
0451184963,Insomnia,Stephen King,1995,Signet Book,11676,9,112
042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,11676,8,97
0451156609,The Tommyknockers,Stephen King,1994,Signet Book,11676,7,112
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,11676,8,135
0425170349,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group,11676,8,64
0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,11676,7,153
0440241073,The Summons,John Grisham,2002,Dell Publishing Company,11676,8,192
0451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,11676,5,56
0449227421,The Third Twin,Ken Follett,1997,Fawcett Books,11676,8,71
0515132187,The Villa,Nora Roberts,2002,Jove Books,11676,9,99
0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,11676,8,109
0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,11676,8,145
0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,11676,8,104
0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,11676,8,83
0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,11676,9,93
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,11676,8,159
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,11676,10,186
0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,11676,8,61
0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books,11676,6,73
0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown",11676,5,59
0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,11676,9,62
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,11676,7,60
0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,11676,8,143
0446611808,Envy,Sandra Brown,2002,Warner Books,11676,9,80
0156007479,Slammerkin,Emma Donoghue,2002,Harvest Books,11676,8,59
0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,11676,5,107
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,11676,4,130
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,11676,6,126
0451191013,The Regulators,Stephen King,2002,Signet Book,11676,6,58
0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket,11676,6,66
0446605409,Plum Island,Nelson DeMille,1998,Warner Books,11676,10,68
0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette,11676,10,64
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,11676,9,122
0385503822,The Summons,John Grisham,2002,Doubleday Books,11676,8,75
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,11676,10,125
0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,11676,9,129
0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press,11676,8,66
0316693251,Roses Are Red,James Patterson,2000,Little Brown and Company,11676,10,52
0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,11676,6,77
0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,11676,9,99
0425121259,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group,11676,8,65
0743467523,Dreamcatcher,Stephen King,2003,Pocket,11676,8,63
0446353205,The Charm School,Nelson DeMille,1989,Warner Books,11676,10,55
0553213105,Pride and Prejudice,Jane Austen,1981,Bantam,11676,8,65
0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,11676,10,80
0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,11676,5,116
0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,11676,10,87
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,11676,10,123
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,11676,10,103
0553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,11676,8,60
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,11676,8,105
0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books,11676,6,60
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,11676,4,106
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),11676,9,68
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,11676,6,93
0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,11676,9,67
0553569031,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam,11676,8,68
0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,11676,3,67
0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon,11676,7,57
0440221595,The Glass Lake,Maeve Binchy,1996,Dell,11676,7,95
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,11676,1,253
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,11676,7,121
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,11676,10,69
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,11676,9,87
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster,11676,9,57
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,11676,7,106
0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,11676,8,81
0440236738,Gone for Good,HARLAN COBEN,2003,Dell,11676,5,65
0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,11676,8,69
0446604844,Total Control,David Baldacci,1997,Warner Books,11676,9,54
0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,11676,9,92
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,11676,5,63
0425100650,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,11676,7,57
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,11676,9,88
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,11676,10,183
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,11676,10,143
0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,11676,5,63
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,11676,8,85
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,11676,9,85
0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,11676,8,63
0553580930,A Man in Full,Tom Wolfe,1999,Bantam,11676,5,62
0446611778,Last Man Standing,David Baldacci,2002,Warner Vision,11676,9,64
014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,11676,6,111
0440207622,Daddy,DANIELLE STEEL,1990,Dell,11676,7,66
0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,11676,3,68
0373484410,Time And Again,Nora Roberts,2001,Silhouette,11676,8,59
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,11676,7,124
0553582127,The Search,Iris Johansen,2001,Bantam Books,11676,7,85
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,11676,8,68
1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications,11676,8,55
0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,11676,10,70
0525946829,Quentins,Maeve Binchy,2002,Dutton Books,11676,6,51
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks,11676,8,68
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,11676,9,97
0671727583,Smart Women,Judy Blume,1990,Pocket Books,11676,6,65
0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,11676,10,60
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,11676,5,96
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,11676,10,53
0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,11676,10,51
0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,11676,7,96
0440193613,Wanderlust,Danielle Steel,1987,Dell,11676,8,65
0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,11676,7,74
0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,11676,7,86
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,11676,10,100
0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,11676,8,82
0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,11676,6,99
0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,11676,9,113
0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,11676,8,72
0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch,11676,10,56
0451169522,Misery,Stephen King,2004,Penguin USA (Paper),11676,4,70
044022103X,One True Thing,Anna Quindlen,1995,Dell,11676,8,113
0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,11676,6,77
0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,11676,9,85
042510687X,Outbreak,Robin Cook,1991,Berkley Publishing Group,11676,8,64
0451172817,Needful Things,Stephen King,2004,Signet Book,11676,8,104
0671011367,Deja Dead,Kathy Reichs,1998,Pocket,11676,8,78
0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star,11676,8,51
0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,11676,7,89
0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,11676,10,88
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,11676,10,98
0440200563,Fine Things,Danielle Steel,1988,Dell,11676,9,67
0671743058,Boy's Life,Robert McCammon,1992,Pocket,11676,8,60
0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,11676,7,56
080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,11676,9,134
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,11676,8,84
0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,11676,6,114
0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,11676,5,69
0345422317,The Genesis Code,John Case,1998,Ballantine Books,11676,8,68
0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,11676,10,57
0515130966,Riptide,Catherine Coulter,2001,Jove Books,11676,9,71
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,11676,10,88
0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,11676,8,79
0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,11676,5,52
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,11676,8,101
0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,11676,8,67
0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,11676,3,70
0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,11676,9,93
0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,11676,10,83
0553576798,The Other Daughter,LISA GARDNER,1999,Bantam,11676,10,52
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,11676,6,82
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,11676,6,67
0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,11676,10,61
0440201926,Kaleidoscope,Danielle Steel,1988,Dell,11676,8,64
0440176484,Secrets,DANIELLE STEEL,1986,Dell,11676,9,73
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,11676,8,77
0553574574,Beach Music,Pat Conroy,1996,Bantam Books,11676,10,81
0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,11676,8,77
0425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,11676,5,58
0446609404,Cradle and All,James Patterson,2001,Warner Vision,11676,5,101
0449203794,Space,James A. Michener,1988,Fawcett Books,11676,8,58
0440225299,Numbered Account,CHRISTOPHER REICH,1998,Dell,11676,10,51
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,11676,8,92
0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island,11676,9,53
0446610550,The Playboy,Carly Phillips,2003,Warner Forever,11676,10,63
0440207770,Silver Wedding,Maeve Binchy,1990,Dell,11676,7,57
0671534718,Melody (Logan),V.C. Andrews,1996,Pocket,11676,10,56
0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,11676,10,55
0425148297,Naked in Death,J. D. Robb,2004,Berkley Publishing Group,11676,10,55
0446609943,The Switch,Sandra Brown,2001,Warner Vision,11676,8,58
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,11676,10,82
051512219X,Small Town Girl,Lavyrle Spencer,1998,Jove Books,11676,9,64
0671525743,Night Whispers,Judith McNaught,1999,Pocket,11676,10,72
067101417X,High Tide,Jude Deveraux,2000,Pocket,11676,6,51
0553278029,A Great Deliverance,Elizabeth George,1989,Bantam Books,11676,8,68
0446600474,Season of the Machete,James Patterson,1995,Warner Books,11676,8,56
0553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,11676,8,70
014100018X,Chocolat,Joanne Harris,2000,Penguin Books,11676,10,95
0446356832,The Sands of Time,Sidney Sheldon,1989,Warner Books,11676,6,69
0440236061,Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company,11676,5,51
0553583441,Touching Evil,Kay Hooper,2001,Bantam Books,11676,9,71
0440213290,The Copper Beech,Maeve Binchy,1993,Dell,11676,8,88
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,11676,7,86
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,11676,10,87
0671693816,Wifey,Judy Blume,1989,Pocket,11676,10,86
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,11676,8,56
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,11676,8,93
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,11676,8,70
0446343455,Tourist Season,Carl Hiaasen,1987,Warner Books,11676,3,53
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday,11676,7,59
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,11676,10,77
0515122734,Sanctuary,Nora Roberts,2004,Jove Books,11676,10,83
0440209412,Message from Nam,Danielle Steel,1991,Dell,11676,10,63
0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,11676,10,74
0425183971,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group,11676,8,63
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,11676,7,51
0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,11676,9,66
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",11676,10,59
0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,11676,8,79
0553574086,Critical Judgment,Michael Palmer,1998,Bantam Books,11676,7,57
0446604232,Exclusive,Sandra Brown,1997,Warner Books,11676,10,65
055356773X,The Cereal Murders,Diane Mott Davidson,1994,Crimeline,11676,6,64
